Angulo 	 Sensor Luz 	 Sensor Luz Referencia 	 Temperatura: 25.0 
30.000 	 4.218 	 0.000 
30.010 	 4.223 	 0.000 
30.020 	 4.218 	 0.000 
30.030 	 4.257 	 0.000 
30.040 	 4.223 	 0.000 
30.050 	 4.223 	 0.000 
30.060 	 4.223 	 0.000 
30.070 	 4.228 	 0.000 
30.080 	 4.223 	 0.000 
30.090 	 4.233 	 0.000 
30.100 	 4.247 	 0.000 
30.110 	 4.252 	 0.000 
30.120 	 4.282 	 0.000 
30.130 	 4.262 	 0.000 
30.140 	 4.257 	 0.000 
30.150 	 4.242 	 0.000 
30.160 	 4.223 	 0.000 
30.170 	 4.223 	 0.000 
30.180 	 4.208 	 0.000 
30.190 	 4.208 	 0.000 
30.200 	 4.189 	 0.000 
30.210 	 4.213 	 0.000 
30.220 	 4.213 	 0.000 
30.230 	 4.218 	 0.000 
30.240 	 4.228 	 0.000 
30.250 	 4.238 	 0.000 
30.260 	 4.257 	 0.000 
30.270 	 4.272 	 0.000 
30.280 	 4.282 	 0.000 
30.290 	 4.267 	 0.000 
30.300 	 4.247 	 0.000 
30.310 	 4.247 	 0.000 
30.320 	 4.228 	 0.000 
30.330 	 4.252 	 0.000 
30.340 	 4.247 	 0.000 
30.350 	 4.262 	 0.000 
30.360 	 4.272 	 0.000 
30.370 	 4.282 	 0.000 
30.380 	 4.277 	 0.000 
30.390 	 4.257 	 0.000 
30.400 	 4.267 	 0.000 
30.410 	 4.257 	 0.000 
30.420 	 4.247 	 0.000 
30.430 	 4.257 	 0.000 
30.440 	 4.277 	 0.000 
30.450 	 4.282 	 0.000 
30.460 	 4.257 	 0.000 
30.470 	 4.267 	 0.000 
30.480 	 4.257 	 0.000 
30.490 	 4.282 	 0.000 
30.500 	 4.286 	 0.000 
30.510 	 4.262 	 0.000 
30.520 	 4.267 	 0.000 
30.530 	 4.262 	 0.000 
30.540 	 4.257 	 0.000 
30.550 	 4.272 	 0.000 
30.560 	 4.282 	 0.000 
30.570 	 4.277 	 0.000 
30.580 	 4.267 	 0.000 
30.590 	 4.286 	 0.000 
30.600 	 4.267 	 0.000 
30.610 	 4.282 	 0.000 
30.620 	 4.277 	 0.000 
30.630 	 4.267 	 0.000 
30.640 	 4.282 	 0.000 
30.650 	 4.262 	 0.000 
30.660 	 4.262 	 0.000 
30.670 	 4.262 	 0.000 
30.680 	 4.282 	 0.000 
30.690 	 4.282 	 0.000 
30.700 	 4.277 	 0.000 
30.710 	 4.277 	 0.000 
30.720 	 4.257 	 0.000 
30.730 	 4.286 	 0.000 
30.740 	 4.282 	 0.029 
30.750 	 4.282 	 0.000 
30.760 	 4.277 	 0.000 
30.770 	 4.257 	 0.000 
30.780 	 4.262 	 0.000 
30.790 	 4.257 	 0.000 
30.800 	 4.286 	 0.000 
30.810 	 4.272 	 0.000 
30.820 	 4.282 	 0.010 
30.830 	 4.282 	 0.000 
30.840 	 4.272 	 0.000 
30.850 	 4.286 	 0.000 
30.860 	 4.277 	 0.000 
30.870 	 4.282 	 0.000 
30.880 	 4.262 	 0.000 
30.890 	 4.282 	 0.000 
30.900 	 4.262 	 0.000 
30.910 	 4.257 	 0.000 
30.920 	 4.277 	 0.000 
30.930 	 4.267 	 0.000 
30.940 	 4.286 	 0.000 
30.950 	 4.277 	 0.000 
30.960 	 4.282 	 0.000 
30.970 	 4.282 	 0.000 
30.980 	 4.282 	 0.000 
30.990 	 4.286 	 0.024 
31.000 	 4.267 	 0.000 
31.010 	 4.286 	 0.000 
31.020 	 4.262 	 0.000 
31.030 	 4.257 	 0.000 
31.040 	 4.282 	 0.000 
31.050 	 4.277 	 0.000 
31.060 	 4.286 	 0.000 
31.070 	 4.272 	 0.000 
31.080 	 4.277 	 0.000 
31.090 	 4.282 	 0.000 
31.100 	 4.282 	 0.000 
31.110 	 4.282 	 0.000 
31.120 	 4.257 	 0.000 
31.130 	 4.262 	 0.000 
31.140 	 4.262 	 0.000 
31.150 	 4.282 	 0.000 
31.160 	 4.277 	 0.000 
31.170 	 4.277 	 0.000 
31.180 	 4.282 	 0.000 
31.190 	 4.267 	 0.000 
31.200 	 4.282 	 0.000 
31.210 	 4.272 	 0.000 
31.220 	 4.286 	 0.000 
31.230 	 4.282 	 0.000 
31.240 	 4.257 	 0.000 
31.250 	 4.277 	 0.000 
31.260 	 4.262 	 0.000 
31.270 	 4.282 	 0.000 
31.280 	 4.272 	 0.000 
31.290 	 4.286 	 0.000 
31.300 	 4.286 	 0.000 
31.310 	 4.272 	 0.000 
31.320 	 4.282 	 0.000 
31.330 	 4.272 	 0.000 
31.340 	 4.282 	 0.000 
31.350 	 4.277 	 0.000 
31.360 	 4.282 	 0.000 
31.370 	 4.277 	 0.000 
31.380 	 4.257 	 0.000 
31.390 	 4.282 	 0.000 
31.400 	 4.272 	 0.000 
31.410 	 4.282 	 0.000 
31.420 	 4.277 	 0.000 
31.430 	 4.282 	 0.010 
31.440 	 4.282 	 0.000 
31.450 	 4.267 	 0.000 
31.460 	 4.286 	 0.000 
31.470 	 4.277 	 0.000 
31.480 	 4.282 	 0.000 
31.490 	 4.282 	 0.000 
31.500 	 4.262 	 0.000 
31.510 	 4.286 	 0.000 
31.520 	 4.267 	 0.000 
31.530 	 4.286 	 0.000 
31.540 	 4.286 	 0.000 
31.550 	 4.282 	 0.000 
31.560 	 4.282 	 0.000 
31.570 	 4.277 	 0.000 
31.580 	 4.286 	 0.000 
31.590 	 4.282 	 0.000 
31.600 	 4.272 	 0.000 
31.610 	 4.282 	 0.000 
31.620 	 4.257 	 0.000 
31.630 	 4.282 	 0.000 
31.640 	 4.282 	 0.000 
31.650 	 4.291 	 0.000 
31.660 	 4.282 	 0.000 
31.670 	 4.291 	 0.000 
31.680 	 4.282 	 0.000 
31.690 	 4.286 	 0.000 
31.700 	 4.291 	 0.000 
31.710 	 4.286 	 0.000 
31.720 	 4.282 	 0.000 
31.730 	 4.277 	 0.000 
31.740 	 4.277 	 0.000 
31.750 	 4.291 	 0.000 
31.760 	 4.286 	 0.000 
31.770 	 4.286 	 0.000 
31.780 	 4.282 	 0.000 
31.790 	 4.291 	 0.000 
31.800 	 4.282 	 0.000 
31.810 	 4.291 	 0.000 
31.820 	 4.291 	 0.000 
31.830 	 4.291 	 0.000 
31.840 	 4.282 	 0.000 
31.850 	 4.282 	 0.000 
31.860 	 4.282 	 0.000 
31.870 	 4.282 	 0.000 
31.880 	 4.291 	 0.000 
31.890 	 4.286 	 0.000 
31.900 	 4.291 	 0.000 
31.910 	 4.286 	 0.000 
31.920 	 4.286 	 0.005 
31.930 	 4.286 	 0.000 
31.940 	 4.286 	 0.000 
31.950 	 4.291 	 0.000 
31.960 	 4.282 	 0.000 
